Date,High,Low,Close,Open,Volume,Adj Close
2022-01-06,34537.88941943295,34136.37340481305,34198.41662330208,34296.28968733355,704450000.0,34198.41662330208
2022-01-05,34763.15649151503,34486.50457050006,34713.339286552095,34548.056745601476,741100000.0,34713.339286552095
2022-01-04,34702.24276855285,34326.4996416028,34548.13666128969,34489.0033167205,888090000.0,34548.13666128969
2022-01-03,34560.6442102503,34128.81671128699,34501.43398164719,34128.81671128699,1260000000.0,34501.43398164719
2021-12-30,34087.41619544327,33970.42936242592,34014.43858665482,34023.45854639611,290960000.0,34014.43858665482
2021-12-29,34002.42021754953,33766.25819789227,33874.325630325504,33998.222435387164,311400000.0,33874.325630325504
2021-12-28,34090.65070096117,33816.4752512291,34026.205477684336,33816.4752512291,355520000.0,34026.205477684336
2021-12-27,33769.09918526322,33369.2509205896,33747.10747408488,33385.56917795725,318260000.0,33747.10747408488
2021-12-23,33490.52807076443,33260.302632896506,33486.21176863729,33346.79860859386,329560000.0,33486.21176863729
2021-12-22,33159.673949911594,32818.57476667142,33159.673949911594,32943.74266908217,453280000.0,33159.673949911594
2021-12-21,32892.784581562584,32478.03133443165,32892.784581562584,32633.66107069091,482540000.0,32892.784581562584
2021-12-20,32308.196342990348,31759.005880805722,32234.607407070635,32016.314176989472,630020000.0,32234.607407070635
2021-12-17,33098.10811850265,32703.679985169943,33006.02955082463,32999.285736475984,729060000.0,33006.02955082463
2021-12-16,33411.626475245546,33020.141974944214,33091.49957428389,33411.626475245546,623380000.0,33091.49957428389
2021-12-15,33024.57164646821,32813.377955496275,32877.20678350251,32872.61218896713,571940000.0,32877.20678350251
2021-12-14,33062.12638792016,32784.25707112016,32817.707020555434,32947.86163149907,556960000.0,32817.707020555434
2021-12-13,33393.720256625704,32873.036560275985,32909.3136103345,33212.832727007444,551570000.0,32909.3136103345
2021-12-10,33277.80462988651,33005.71491173635,33071.464562633715,33005.71491173635,502630000.0,33071.464562633715
2021-12-09,33455.525713325056,33202.780078258314,33342.79596380658,33318.28949651995,635590000.0,33342.79596380658
2021-12-08,33546.53845007892,33064.49063289876,33064.49063289876,33405.86411398548,504660000.0,33064.49063289876
2021-12-07,33577.02116535695,33024.70738163449,33547.59678538015,33024.70738163449,575940000.0,33547.59678538015
2021-12-06,32837.86595912482,32265.47003025041,32805.262916467385,32413.05419179437,641210000.0,32805.262916467385
2021-12-03,32568.295654116628,32025.993475848416,32153.52748128708,32506.936873308507,573540000.0,32153.52748128708
2021-12-02,32563.75702188227,32132.97020433565,32278.437303484076,32420.451950275467,635970000.0,32278.437303484076
2021-12-01,32824.45998239124,32273.85324281915,32766.777479486445,32344.6562207512,682120000.0,32766.777479486445
2021-11-30,32286.831703982592,31612.46665700305,31972.919308928864,31795.296120361978,942140000.0,31972.919308928864
2021-11-29,32575.703838465346,32148.855426970968,32234.423869278366,32428.293929868472,728110000.0,32234.423869278366
2021-11-26,32392.24659967433,31747.33410715874,31747.33410715874,32256.284984890877,1140000000.0,31747.33410715874
2021-11-25,33429.207384137975,33133.26959203118,33201.899017926335,33335.460887910325,1290000000.0,33201.899017926335
2021-11-24,33382.485835902735,32954.20033776838,33325.82265358071,33220.817534207206,2050000000.0,33325.82265358071
2021-11-23,33507.13404816202,33106.879964855434,33126.2614225871,33421.4014514905,1600000000.0,33126.2614225871
2021-11-22,33856.4593730591,33579.865551709576,33781.85909902533,33666.14748896871,2820000000.0,33781.85909902533
2021-11-19,34587.22302559138,33790.74044002528,34009.59381429532,34523.650843942734,1040000000.0,34009.59381429532
2021-11-18,34538.650265268,34193.308934130895,34267.91552251909,34471.52697808232,514840000.00000006,34267.91552251909
2021-11-17,34578.62535837857,34432.6160760656,34471.22130617238,34517.479655209434,618750000.0,34471.22130617238
2021-11-16,34823.66067875638,34608.81151057308,34610.73244536427,34783.184650404844,644100000.0,34610.73244536427
2021-11-15,34947.36790625458,34720.44571280095,34929.38163649665,34747.35646755328,626060000.0,34929.38163649665
2021-11-12,34810.957798680996,34635.267890056355,34810.1676922028,34712.66397246488,840490000.0,34810.1676922028
2021-11-11,34823.31082014422,34636.618430528135,34796.020238273435,34698.849227066836,430200000.0,34796.020238273435
2021-11-10,35119.97931831611,34885.78404803039,35063.85686903241,35050.95102480663,614300000.0,35063.85686903241
2021-11-09,35273.87331786805,34933.094362333235,34933.094362333235,35209.74905574966,531200000.00000006,34933.094362333235
2021-11-08,35323.996632158,35195.03864098737,35195.03864098737,35286.305312947996,748920000.0,35195.03864098737
2021-11-05,35314.83640408091,34914.32797622261,35225.975763277966,34914.77863486907,1250000000.0,35225.975763277966
2021-11-04,35093.10086204145,34935.3473454982,35093.10086204145,35042.61880748752,949740000.0,35093.10086204145
2021-11-03,34762.52831901929,34474.570936554876,34762.52831901929,34504.9090555052,503940000.0,34762.52831901929
2021-11-02,34642.535461775245,34476.00025803743,34585.73230702815,34571.78960904857,559450000.0,34585.73230702815
2021-11-01,34588.77846977456,34226.580388064605,34477.29112430837,34237.027631798555,544340000.0,34477.29112430837
2021-10-29,,,,,713000000.0,
2021-10-28,34530.01560806314,34318.518935322725,34473.61883205397,34400.444394899336,931120000.0,34473.61883205397
2021-10-27,34326.61258133272,34074.01995742644,34132.50776499179,34252.267409042695,576170000.0,34132.50776499179
2021-10-26,34448.792914582715,34193.28375841911,34358.813793678615,34233.83119418615,541770000.0,34358.813793678615
2021-10-25,34204.43666354063,33934.836098356805,34198.81659835203,33961.82170062604,606140000.0,34198.81659835203
2021-10-22,,,,,413730000.0,
2021-10-21,34027.762324882635,33722.72505656167,33913.20623501508,33800.61482742758,534640000.0,33913.20623501508
2021-10-20,34074.10334051252,33636.42267785891,34042.14529782628,33658.36906530536,550900000.0,34042.14529782628
2021-10-19,33714.65532922431,33580.44572498818,33660.36895177848,33620.15725115062,535120000.0,33660.36895177848
2021-10-18,33651.00358827938,33386.81144735922,33523.41369641421,33588.18420678487,553950000.0,33523.41369641421
2021-10-15,,,,,722300000.0,
2021-10-14,33488.38586466049,33195.642148138446,33444.98723173004,33239.66672289001,603000000.0,33444.98723173004
2021-10-13,33156.942152009055,32899.80261056865,33060.96720768039,32981.336074876876,485960000.0,33060.96720768039
2021-10-12,32864.48735042018,32369.400835972003,32864.48735042018,32417.70533514517,442830000.0,32864.48735042018
2021-10-11,32974.75504310167,32654.369610236638,32820.03880323526,32915.738498165694,579320000.0,32820.03880323526
2021-10-08,,,,,664790000.0,
2021-10-07,32998.659625371365,32646.468467262057,32938.88411486546,32854.62503614229,595500000.0,32938.88411486546
2021-10-06,32688.813805080143,32110.560984916112,32447.74609527114,32688.813805080143,761930000.0,32447.74609527114
2021-10-05,33007.05039641692,32494.039589228643,33007.05039641692,32508.14042877523,854570000.0,33007.05039641692
2021-10-04,32811.19975690003,32445.4741894731,32482.595137053286,32606.959025284366,533820000.00000006,32482.595137053286
2021-10-01,,,,,628560000.0,
2021-09-30,32939.08423181466,32471.1628820261,32621.08707238925,32871.43141836043,669160000.0,32621.08707238925
2021-09-29,32872.41794644274,32560.43928624344,32746.111313234982,32736.087529723318,663050000.0,32746.111313234982
2021-09-28,33619.02472988794,32787.57680809437,32787.57680809437,33559.42440378639,756890000.0,32787.57680809437
2021-09-27,33661.576988833,33421.05577691917,33563.07827145099,33628.053972087146,615100000.0,33563.07827145099
2021-09-24,,,,,509050000.0,
2021-09-23,33683.58893449689,33407.810256595214,33677.21397399878,33442.99581205163,626680000.0,33677.21397399878
2021-09-22,33071.54046157513,32709.782630571164,33071.54046157513,32817.169259908995,632460000.0,33071.54046157513
2021-09-21,32811.2365898651,32481.47094101381,32702.37758470217,32529.83969562314,688590000.0,32702.37758470217
2021-09-20,32753.969850059886,32197.465465240286,32353.547572748605,32722.54463090952,890110000.0,32353.547572748605
2021-09-17,,,,,888950000.0,
2021-09-16,33737.39740563662,33511.014724869645,33559.202534295815,33511.014724869645,487280000.0,33559.202534295815
2021-09-15,33843.73349346942,33380.082331380174,33473.23571965391,33838.61543521254,547460000.0,33473.23571965391
2021-09-14,33886.116563271265,33631.44769885688,33768.18479877399,33671.17146137273,461720000.0,33768.18479877399
2021-09-13,33803.11851189745,33560.737220912655,33682.36490869387,33562.36727053039,473860000.0,33682.36490869387
2021-09-10,,,,,535860000.0,
2021-09-09,33861.31704878065,33414.498226649055,33753.46463743586,33510.702104531716,490700000.0,33753.46463743586
